    1.000000000000E-06
    1.739228986295E+03   -6.853358324922E-04    2.844806868755E-03
   -6.853358324922E-04    8.254266786779E-03   -2.076312284284E-03
    2.844806868755E-03   -2.076312284284E-03    2.520580276880E-03
    5.105003727477E-05
    6.744179859695E-01   -9.602898374466E-04    2.776115643732E-03
   -9.602898374466E-04    8.254450563478E-03   -2.076352409101E-03
    2.776115643732E-03   -2.076352409101E-03    2.520594588027E-03
    2.012001490991E-04
    5.000381319114E-02   -9.644242820387E-04    2.775223863032E-03
   -9.644242820387E-04    8.255001916945E-03   -2.076472788497E-03
    2.775223863032E-03   -2.076472788497E-03    2.520637521018E-03
    4.514503354729E-04
    1.557235747903E-02   -9.652550917674E-04    2.775252550689E-03
   -9.652550917674E-04    8.255920917290E-03   -2.076673437310E-03
    2.775252550689E-03   -2.076673437310E-03    2.520709074505E-03
    8.018005963962E-04
    9.744422905651E-03   -9.656079825955E-04    2.775495286718E-03
   -9.656079825955E-04    8.257207681364E-03   -2.076954380273E-03
    2.775495286718E-03   -2.076954380273E-03    2.520809246236E-03
    1.252250931869E-03
    8.149445141140E-03   -9.658385339536E-04    2.775863188861E-03
   -9.658385339536E-04    8.258862372764E-03   -2.077315652013E-03
    2.775863188861E-03   -2.077315652013E-03    2.520938033062E-03
    1.802801341892E-03
    7.577309601812E-03   -9.660349461978E-04    2.776334223206E-03
   -9.660349461978E-04    8.260885201833E-03   -2.077757297056E-03
    2.776334223206E-03   -2.077757297056E-03    2.521095430925E-03
    2.453451826464E-03
    7.333425825586E-03   -9.662275096191E-04    2.776900836923E-03
   -9.662275096191E-04    8.263276425669E-03   -2.078279369830E-03
    2.776900836923E-03   -2.078279369830E-03    2.521281434866E-03
    3.204202385585E-03
    7.216632031319E-03   -9.664288948151E-04    2.777559885655E-03
   -9.664288948151E-04    8.266036348130E-03   -2.078881934669E-03
    2.777559885655E-03   -2.078881934669E-03    2.521496039015E-03
    4.055053019256E-03
    7.156149977733E-03   -9.666451627479E-04    2.778309880976E-03
   -9.666451627479E-04    8.269165319839E-03   -2.079565065820E-03
    2.778309880976E-03   -2.079565065820E-03    2.521739236590E-03
    5.006003727477E-03
    7.123328689223E-03   -9.668795109318E-04    2.779150053824E-03
   -9.668795109318E-04    8.272663738192E-03   -2.080328847446E-03
    2.779150053824E-03   -2.080328847446E-03    2.522011019894E-03
    6.057054510247E-03
    7.105270797169E-03   -9.671337579828E-04    2.780079983335E-03
   -9.671337579828E-04    8.276532047369E-03   -2.081173373637E-03
    2.780079983335E-03   -2.081173373637E-03    2.522311380309E-03
    7.208205367566E-03
    7.095665408599E-03   -9.674090023021E-04    2.781099432139E-03
   -9.674090023021E-04    8.280770738339E-03   -2.082098748411E-03
    2.781099432139E-03   -2.082098748411E-03    2.522640308292E-03
    8.459456299435E-03
    7.091209377523E-03   -9.677059410947E-04    2.782208266574E-03
   -9.677059410947E-04    8.285380348873E-03   -2.083105085730E-03
    2.782208266574E-03   -2.083105085730E-03    2.522997793371E-03
    9.810807305854E-03
    7.090075089853E-03   -9.680250360817E-04    2.783406415214E-03
   -9.680250360817E-04    8.290361463552E-03   -2.084192509503E-03
    2.783406415214E-03   -2.084192509503E-03    2.523383824137E-03
    1.126225838682E-02
    7.091203119163E-03   -9.683666046724E-04    2.784693846039E-03
   -9.683666046724E-04    8.295714713779E-03   -2.085361153598E-03
    2.784693846039E-03   -2.085361153598E-03    2.523798388236E-03
    1.281380954234E-02
    7.093954530998E-03   -9.687308725832E-04    2.786070553231E-03
