    1.000000000000E-06    1.559068710917E+02   -2.874915616498E-47    1.844920607148E-46    3.117691453657E+13   -1.472639335641E-47    1.247076581453E+14
    3.150683726861E-04   -5.998371543324E+00    6.560987401580E-43   -1.783376213500E-41    3.140678666127E+08    7.144040366730E-43    1.256271484441E+09
    1.257273490744E-03   -5.999888856926E+00   -4.570945381446E-41   -1.066008979494E-41    1.972302308307E+07    1.499269365308E-40    7.889211033161E+07
    2.827615354175E-03   -5.999951853561E+00    1.224298357811E-41   -7.603694561294E-39    3.899346257150E+06   -6.650248536251E-41    1.559740302839E+07
    5.026093962978E-03   -5.999905866232E+00   -1.277977467065E-38   -4.865906601859E-37    1.234155304431E+06   -5.351753953128E-38    4.936639217423E+06
    7.852709317153E-03   -5.999783791692E+00    6.071981328907E-38   -2.726905553628E-34    5.055788941261E+05    3.152603891886E-37    2.022333575847E+06
    1.130746141670E-02   -5.999555841329E+00    2.073694284029E-36   -4.465622369819E-32    2.438328515617E+05    6.938534698065E-36    9.753494049104E+05
    1.539035026162E-02   -5.999178889328E+00    1.662588559068E-35   -3.340738819254E-30    1.316183160440E+05    6.078011710883E-35    5.264912617103E+05
    2.010137585191E-02   -5.998600213873E+00    1.092464758997E-33   -1.403811614887E-28    7.715210846043E+04    4.677996718432E-33    3.086264296411E+05
    2.544053818757E-02   -5.997758543481E+00    2.943737747642E-34   -3.794770076322E-27    4.816443450824E+04    1.972877522552E-34    1.926757313078E+05
    3.140783726861E-02   -5.996584610244E+00    2.658712586042E-33   -7.242840748491E-26    3.159909610252E+04    1.765143813508E-32    1.264143741634E+05
    3.800327309502E-02   -5.995001031573E+00   -7.900000956036E-32   -1.042984704484E-24    2.158094713233E+04   -3.227534363268E-31    8.634177353207E+04
    4.522684566680E-02   -5.992922569931E+00   -1.589055750739E-32   -1.189999629568E-23    1.523595713784E+04    1.094364909824E-31    6.096180731883E+04
    5.307855498395E-02   -5.990256262655E+00   -1.039432462828E-30   -1.116499739132E-22    1.106011891345E+04   -2.944915702623E-30    4.425844642241E+04
    6.155840104648E-02   -5.986901622013E+00    2.184180289454E-30   -8.866370316533E-22    8.221334645210E+03    8.635182427931E-30    3.290329928557E+04
    7.066638385437E-02   -5.982750892033E+00    1.661395000189E-29   -6.097236608371E-21    6.237219383664E+03    7.323337180675E-29    2.496682578723E+04
    8.040250340764E-02   -5.977689360756E+00   -4.099856739414E-29   -3.698367980427E-20    4.816763876668E+03   -1.777396855084E-28    1.928498857468E+04
    9.076675970628E-02   -5.971595758702E+00   -1.456871986604E-28   -2.008636933436E-19    3.778275348278E+03   -6.788655820743E-28    1.513101618033E+04
    1.017591527503E-01   -5.964342715330E+00   -1.462842542335E-27   -9.890101618371E-19    3.004865192913E+03   -6.371828410475E-27    1.203735379975E+04
    1.133796825397E-01   -5.955797324205E+00   -1.164424048566E-26   -4.460827305339E-18    2.419328523866E+03   -5.191996450301E-26    9.695181487398E+03
    1.256283490744E-01   -5.945821789636E+00   -9.277868755419E-26   -1.859293617863E-17    1.969466813328E+03   -4.133488202423E-25    7.895704718648E+03
    1.385051523546E-01   -5.934274188808E+00   -6.569994945040E-25   -7.214952487477E-17    1.619244994865E+03   -2.926130175254E-24    6.494782802001E+03
    1.520100923801E-01   -5.921009340621E+00   -4.159033027797E-24   -2.623280530586E-16    1.343316128243E+03   -1.852661732148E-23    5.391027540971E+03
    1.661431691509E-01   -5.905879786299E+00   -2.430262445493E-23   -8.986164563645E-16    1.123547090470E+03   -1.082389044148E-22    4.511906001221E+03
    1.809043826672E-01   -5.888736892065E+00   -1.309773969383E-22   -2.914065474837E-15    9.467647374625E+02   -5.833146169968E-22    3.804725160510E+03
    1.962937329288E-01   -5.869432067453E+00   -6.574871702818E-22   -8.983224154603E-15    8.032642205691E+02   -2.928019663892E-21    3.230665178465E+03
    2.123112199358E-01   -5.847818101014E+00   -3.087318683436E-21   -2.642183584664E-14    6.858035509362E+02   -1.374820062443E-20    2.760757658036E+03
    2.289568436882E-01   -5.823750603849E+00   -1.362713474802E-20   -7.438616579951E-14    5.889145034665E+02   -6.067973827024E-20    2.373129265668E+03
    2.462306041859E-01   -5.797089558380E+00   -5.677384340181E-20   -2.010290199400E-13    5.084230370979E+02   -2.527894584890E-19    2.051083417058E+03
    2.641325014290E-01   -5.767700951577E+00   -2.240783932766E-19   -5.228328514451E-13    4.411107818150E+02   -9.976544226266E-19    1.781746230107E+03
    2.826625354175E-01   -5.735458484051E+00   -8.405809532448E-19   -1.311549895919E-12    3.844729576407E+02   -3.742191846956E-18    1.555098206009E+03
    3.018207061513E-01   -5.700245327188E+00   -3.005762327818E-18   -3.179809047039E-12    3.365431460151E+02   -1.338026151465E-17    1.363273320036E+03
    3.216070136306E-01   -5.661955909052E+00   -1.027224038223E-17   -7.464446379675E-12    2.957650154038E+02   -4.572308700610E-17    1.200045929338E+03
    3.420214578552E-01   -5.620497695469E+00   -3.363084212552E-17   -1.699345493099E-11    2.608974281961E+02   -1.496805718397E-16    1.060451205867E+03
    3.630640388251E-01   -5.575792937916E+00   -1.057059196883E-16   -3.757434548042E-11    2.309435497365E+02   -4.704150333840E-16    9.405015777578E+02
