 FitRangeMin =   40.000000000000000     
 FitRangeMax =   50.000000000000000     

   1  -0.1000013615895E+01     0.55359281      40.0000
   2   0.7272052508080E-05     2.98351834      40.0000
   3   0.2257029236453E-04     8.97734551      40.0000
   4  -0.1262529562776E-03    15.03508168      40.0000
   5  -0.6386847862503E-03    21.16300640      40.0000
   6  -0.1594788962370E-02    27.34313673      40.0000
   7  -0.2939105109135E-02    33.54978001      40.0000
   8  -0.4542600146079E-02    39.76107556      40.0000
   9  -0.6267169968456E-02    45.96278665      40.0000
  10  -0.8001054294179E-02    52.14753826      40.0000
  11  -0.9668341341780E-02    58.31267294      40.0000
  12  -0.1122490142669E-01    64.45828008      40.0000
  13  -0.1265004593046E-01    70.58582106      40.0000
  14  -0.1393849911238E-01    76.69729917      40.0000
  15  -0.1509420540547E-01    82.79480848      40.0000
  16  -0.1612606674895E-01    88.88031464      40.0000
  17  -0.1704522329772E-01    94.95556542      40.0000
  18  -0.1786343874338E-01   101.02206900      40.0000
  19  -0.1859228800612E-01   107.08110233      40.0000
  20  -0.1924372208945E-01   113.13370849      40.0000
