#       10      400
    1.000000000000E-06    1.559068710917E+02    3.117691453657E+13    1.247076581453E+14    2.805922308265E+14    4.988306325802E+14    7.794228634063E+14    1.122368923305E+15    1.527668812276E+15    1.995322530320E+15    2.525330077436E+15
    3.150683726861E-04   -5.998371543324E+00    3.140678666127E+08    1.256271484441E+09    2.826610847488E+09    5.025085955753E+09    7.851696809238E+09    1.130644340794E+10    1.538932575186E+10    2.010034384100E+10    2.543949767536E+10
    1.257273490744E-03   -5.999888856926E+00    1.972302308307E+07    7.889211033161E+07    1.775072557459E+08    3.155684593258E+08    4.930757210714E+08    7.100290409828E+08    9.664284190598E+08    1.262273855303E+09    1.597565349711E+09
    2.827615354175E-03   -5.999951853561E+00    3.899346257150E+06    1.559740302839E+07    3.509416431379E+07    6.238963011335E+07    9.748380042707E+07    1.403766752550E+08    1.910682545970E+08    2.495585384532E+08    3.158475268236E+08
    5.026093962978E-03   -5.999905866232E+00    1.234155304431E+06    4.936639217423E+06    1.110744573907E+07    1.974657486939E+07    3.085402660836E+07    4.442980095600E+07    6.047389791229E+07    7.898631747725E+07    9.996705965087E+07
    7.852709317153E-03   -5.999783791692E+00    5.055788941261E+05    2.022333575847E+06    4.550258045383E+06    8.089352302733E+06    1.263961634790E+07    1.820105018087E+07    2.477365380167E+07    3.235742721027E+07    4.095237040669E+07
    1.130746141670E-02   -5.999555841329E+00    2.438328515617E+05    9.753494049104E+05    2.194543660492E+06    3.901415618305E+06    6.095965278351E+06    8.778192640630E+06    1.194809770514E+07    1.560568047188E+07    1.975094094086E+07
    1.539035026162E-02   -5.999178889328E+00    1.316183160440E+05    5.264912617103E+05    1.184612837821E+06    2.105983044376E+06    3.290601881375E+06    4.738469348818E+06    6.449585446706E+06    8.423950175038E+06    1.066156353381E+07
    2.010137585191E-02   -5.998600213873E+00    7.715210846043E+04    3.086264296411E+05    6.944169649421E+05    1.234523714364E+06    1.928946677905E+06    2.777685855568E+06    3.780741247351E+06    4.938112853254E+06    6.249800673277E+06
    2.544053818757E-02   -5.997758543481E+00    4.816443450824E+04    1.926757313078E+05    4.335278926404E+05    7.707209185060E+05    1.204254808905E+06    1.734129563836E+06    2.360345183301E+06    3.082901667299E+06    3.901799015829E+06
    3.140783726861E-02   -5.996584610244E+00    3.159909610252E+04    1.264143741634E+05    2.844398375982E+05    5.056754864069E+05    7.901213205896E+05    1.137777340146E+06    1.548643545077E+06    2.022719935381E+06    2.560006511059E+06
    3.800327309502E-02   -5.995001031573E+00    2.158094713233E+04    8.634177353207E+04    1.942764841983E+05    3.453850791310E+05    5.396675583302E+05    7.771239217959E+05    1.057754169528E+06    1.381558301527E+06    1.748536317792E+06
    4.522684566680E-02   -5.992922569931E+00    1.523595713784E+04    6.096180731883E+04    1.371715576205E+05    2.438652080428E+05    3.810427585857E+05    5.487042092494E+05    7.468495600336E+05    9.754788109386E+05    1.234591961964E+06
    5.307855498395E-02   -5.990256262655E+00    1.106011891345E+04    4.425844642241E+04    9.958899227068E+04    1.770517564582E+05    2.766467389851E+05    3.983739398513E+05    5.422333590568E+05    7.082249966016E+05    8.963488524857E+05
    6.155840104648E-02   -5.986901622013E+00    8.221334645210E+03    3.290329928557E+04    7.403990701950E+04    1.316311578470E+05    2.056770517681E+05    2.961775887827E+05    4.031327688910E+05    5.265425920928E+05    6.664070583881E+05
    7.066638385437E-02   -5.982750892033E+00    6.237219383664E+03    2.496682578723E+04    5.618283645984E+04    9.988525140149E+04    1.560740706122E+05    2.247492940919E+05    3.059109218407E+05    3.995589538585E+05    5.056933901454E+05
    8.040250340764E-02   -5.977689360756E+00    4.816763876668E+03    1.928498857468E+04    4.339869640469E+04    7.715788736670E+04    1.205625614607E+05    1.736127186868E+05    2.363083590448E+05    3.086494825348E+05    3.906360891569E+05
    9.076675970628E-02   -5.971595758702E+00    3.778275348278E+03    1.513101618033E+04    3.405225090041E+04    6.054197950852E+04    9.460020200467E+04    1.362269183888E+05    1.854221286611E+05    2.421858328213E+05    3.065180308696E+05
    1.017591527503E-01   -5.964342715330E+00    3.004865192913E+03    1.203735379975E+04    2.709150147780E+04    4.816730822708E+04    7.526477404759E+04    1.083838989393E+05    1.475246829023E+05    1.926871259364E+05    2.438712280418E+05
    1.133796825397E-01   -5.955797324205E+00    2.419328523866E+03    9.695181487398E+03    2.182160309328E+04    3.879859334152E+04    6.062615223212E+04    8.730427976507E+04    1.188329759404E+05    1.552122407580E+05    1.964420742180E+05
    1.256283490744E-01   -5.945821789636E+00    1.969466813328E+03    7.895704718648E+03    1.777276789418E+04    3.160065633993E+04    4.937937005589E+04    7.110890904206E+04    9.678927329844E+04    1.264204628250E+05    1.600024776219E+05
    1.385051523546E-01   -5.934274188808E+00    1.619244994865E+03    6.494782802001E+03    1.462067914723E+04    2.599693403054E+04    4.062354745195E+04    5.850051941145E+04    7.962784990903E+04    1.040055389447E+05    1.316335865185E+05
    1.520100923801E-01   -5.921009340621E+00    1.343316128243E+03    5.391027540971E+03    1.213721322885E+04    2.158187319188E+04    3.372500743007E+04    4.856661594340E+04    6.610669873189E+04    8.634525579553E+04    1.092822871343E+05
    1.661431691509E-01   -5.905879786299E+00    1.123547090470E+03    4.511906001221E+03    1.015917085247E+04    1.806534164423E+04    2.823041837648E+04    4.065440104923E+04    5.533728966249E+04    7.227908421624E+04    9.147978471050E+04
    1.809043826672E-01   -5.888736892065E+00    9.467647374625E+02    3.804725160510E+03    8.567992532257E+03    1.523656685270E+04    2.381044812185E+04    3.428963633969E+04    4.667413150623E+04    6.096393362147E+04    7.715904268541E+04
    1.962937329288E-01   -5.869432067453E+00    8.032642205691E+02    3.230665178465E+03    7.276333441626E+03    1.294026901005E+04    2.022247188374E+04    2.912294206269E+04    3.964167954691E+04    5.177868433639E+04    6.553395643114E+04
    2.123112199358E-01   -5.847818101014E+00    6.858035509362E+02    2.760757658036E+03    6.219014503203E+03    1.106057408644E+04    1.728543640774E+04    2.489360146710E+04    3.388506926454E+04    4.425983980004E+04    5.601791307361E+04
    2.289568436882E-01   -5.823750603849E+00    5.889145034665E+02    2.373129265668E+03    5.346820536003E+03    9.509988314473E+03    1.486263260108E+04    2.140475339582E+04    2.913635069869E+04    3.805742450969E+04    4.816797482884E+04
    2.462306041859E-01   -5.797089558381E+00    5.084230370979E+02    2.051083417058E+03    4.622184050326E+03    8.221724936900E+03    1.284970607678E+04    1.850612746997E+04    2.519098911646E+04    3.290429101627E+04    4.164603316937E+04
    2.641325014290E-01   -5.767700951579E+00    4.411107818150E+02    1.781746230107E+03    4.016138643928E+03    7.144288023277E+03    1.116619436815E+04    1.608185767856E+04    2.189127795449E+04    2.859445519595E+04    3.619138940294E+04
    2.826625354175E-01   -5.735458484056E+00    3.844729576407E+02    1.555098206009E+03    3.506140286622E+03    6.237599199480E+03    9.749474944584E+03    1.404176752193E+04    1.911447693153E+04    2.496760317337E+04    3.160114624745E+04
    3.018207061513E-01   -5.700245327201E+00    3.365431460150E+02    1.363273320036E+03    3.074490276739E+03    5.470194016121E+03    8.550384538185E+03    1.231506184293E+04    1.676422593036E+04    2.189787680046E+04    2.771601445325E+04
    3.216070136306E-01   -5.661955909084E+00    2.957650154038E+02    1.200045929338E+03    2.707180785895E+03    4.817169585074E+03    7.530012326876E+03    1.084570901130E+04    1.476425963835E+04    1.928566420802E+04    2.440992272031E+04
    3.420214578552E-01   -5.620497695541E+00    2.608974281960E+02    1.060451205867E+03    2.393040835319E+03    4.258666316551E+03    6.657327649564E+03    9.589024834358E+03    1.305375787093E+04    1.705152675929E+04    2.158233149942E+04
    3.630640388251E-01   -5.575792938075E+00    2.309435497364E+02    9.405015777578E+02    2.123098291126E+03    3.778733689841E+03    5.907407773904E+03    8.509120543314E+03    1.158387199807E+04    1.513166213818E+04    1.915249096363E+04
    3.847347565405E-01   -5.527780351023E+00    2.050973994126E+02    8.369729387040E+02    1.890098837521E+03    3.364475095865E+03    5.260101713736E+03    7.576978691133E+03    1.031510602806E+04    1.347448372451E+04    1.705511178049E+04
    4.070336110012E-01   -5.476416680376E+00    1.827032031817E+02    7.472420627719E+02    1.688140162085E+03    3.005397501124E+03    4.699014079889E+03    6.768989898378E+03    9.215324956593E+03    1.203801925453E+04    1.523707279220E+04
    4.299606022073E-01   -5.421678127407E+00    1.632242296709E+02    6.691619530757E+02    1.512391492077E+03    2.692912846679E+03    4.210726016882E+03    6.065831002686E+03    8.258227804090E+03    1.078791642109E+04    1.365489685370E+04
    4.535157301587E-01   -5.363561586524E+00    1.462187138920E+02    6.009655403475E+02    1.358876917761E+03    2.419952846141E+03    3.784193325486E+03    5.451598355797E+03    7.422167937073E+03    9.695902069315E+03    1.227280075252E+04
    4.776989948556E-01   -5.302085660611E+00    1.313211219842E+02    5.411907449542E+02    1.224306783217E+03    2.180669236784E+03    3.410278105657E+03    4.913133389835E+03    6.689235089318E+03    8.738583204106E+03    1.106117773420E+04
    5.025103962978E-01   -5.237291418868E+00    1.182274724246E+02    4.886217640157E+02    1.105945583298E+03    1.970198930294E+03    3.081381805004E+03    4.439494207426E+03    6.044536137562E+03    7.896507595411E+03    9.995408580973E+03
    5.279499344853E-01   -5.169242866062E+00    1.066837609897E+02    4.422427726568E+02    1.001507792042E+03    1.784478819181E+03    2.791155854074E+03    4.021538896722E+03    5.475627947123E+03    7.153423005279E+03    9.054924071189E+03
    5.540176094183E-01   -5.098027097358E+00    9.647677722916E+01    4.012011903675E+02    9.090752121643E+02    1.620098842681E+03    2.534272081917E+03    3.651594929872E+03    4.972067386546E+03    6.495689451939E+03    8.222461126052E+03
    5.807134210966E-01   -5.023754120014E+00    8.742677596663E+01    3.647783664717E+02    8.270310171502E+02    1.474184728102E+03    2.306239499326E+03    3.323195330822E+03    4.525052222590E+03    5.911810174631E+03    7.483469186943E+03
    6.080373695203E-01   -4.946556330564E+00    7.938159682553E+01    3.323660566614E+02    7.540068227930E+02    1.344303895380E+03    2.103257274422E+03    3.030866959918E+03    4.127132951868E+03    5.392055250271E+03    6.825633855129E+03
    6.359894546894E-01   -4.866587645023E+00    7.221192089761E+01    3.034474470598E+02    6.888399902523E+02    1.228389550727E+03    1.922096128482E+03    2.769959723517E+03    3.771980335831E+03    4.928157965424E+03    6.238492612296E+03
    6.645696766038E-01   -4.784022288658E+00    6.580742555048E+01    2.775817698187E+02    6.305390096301E+02    1.124679145376E+03    1.760002177051E+03    2.536508104655E+03    3.454196928187E+03    4.513068647648E+03    5.713123263037E+03
    6.937780352636E-01   -4.699053261134E+00    6.007365248729E+01    2.543917707474E+02    5.782553002146E+02    1.031664241485E+03    1.614618594550E+03    2.327118359410E+03    3.169163536063E+03    4.140754124510E+03    5.241890124749E+03
    7.236145306688E-01   -4.611890502769E+00    5.492944518828E+01    2.335534535697E+02    5.312601327602E+02    9.480494836536E+02    1.483921506238E+03    2.138876200510E+03    2.912913566469E+03    3.806033604115E+03    4.818236313447E+03
    7.540791628193E-01   -4.522758795033E+00    5.030484314726E+01    2.147876505583E+02    4.889256607834E+02    8.727188751419E+02    1.366167293614E+03    1.969270916196E+03    2.682029742885E+03    3.504443773681E+03    4.436513008584E+03
    7.851719317153E-01   -4.431895437435E+00    4.613934431756E+01    1.978530653298E+02    4.507092639366E+02    8.047079420557E+02    1.259849099656E+03    1.816132736729E+03    2.473558853273E+03    3.232127449287E+03    4.091838524771E+03
