   9.9999999999999995E-007
   -1.008020607404E-46    7.458068876555E-48   -6.405770284938E-47   -2.477207946763E-47   -1.496379236034E-47    1.337962485349E-49   -9.794366764584E-49    1.387342957183E-48    9.471952685204E-49    1.464786195477E-48    1.742453072199E-51    1.043286932842E-48    1.790718989664E-48    3.703961972159E-49    5.791662343094E-49    2.561801075666E-49   -2.293168913525E-49    7.104464416666E-49    1.474653702220E-49   -1.156780693612E-49
   -3.319666610165E-47    2.955557012722E-47   -1.377760724230E-47   -5.267345953641E-48   -3.776808798896E-47   -7.589021091179E-48   -8.944668297513E-48    1.569012711972E-47    2.517646764203E-48   -1.052159935347E-48   -5.356574453898E-48    2.140677300488E-49    5.376138787048E-49    2.837893127852E-49   -1.018833024347E-48   -9.375699638004E-49    9.124809825178E-50   -5.424452391217E-49    4.109811021374E-50    5.464836550991E-49
    2.130330818341E-46   -1.700457433703E-47    1.328066447722E-46    5.527638363620E-47    1.095699804791E-47   -1.218823805649E-47   -7.888510952144E-48   -6.913971469567E-48    4.296577719242E-48    8.793293174606E-49   -1.446885807598E-48   -1.092900588528E-48   -2.457743611142E-48   -4.276696510094E-49   -1.118472689953E-48   -6.073768750859E-49    3.142662304814E-49   -1.293550088746E-48   -3.286545722454E-49    1.448905025391E-49
   -7.079078718412E-48    5.691836950137E-47    3.666815947069E-47    1.074170021866E-46   -3.135423531907E-50   -3.109448618283E-47    7.313835409968E-48   -7.201456766083E-48    1.039501000065E-47    4.535389798265E-48   -3.166032441356E-48    8.316710112260E-49    2.058366494095E-48   -9.794264488578E-49   -7.421906006716E-49   -1.388809982060E-48   -1.030484085869E-49    5.153603785024E-50   -1.563909737399E-49    1.276615788822E-48
    1.969821993923E-47   -4.958839236412E-47    3.795237786555E-47    1.810913773696E-47    1.020878552435E-46    4.247955457410E-47   -1.244172574438E-48   -1.411083477905E-49    1.535579223764E-50   -1.059706868532E-48    1.955785992473E-49   -6.907909146392E-50   -1.981076114318E-48   -2.643559310216E-49   -6.952335297508E-49   -9.228721097608E-50   -9.519649688666E-50    1.259930143424E-49    2.556361914157E-49    5.185923392991E-49
   -6.525401424580E-48   -1.297284719080E-47    5.869326740811E-48   -1.575569366559E-47    4.702370991422E-47    3.177981111927E-47    4.711523382343E-48    5.393934954800E-48   -6.765712892696E-48   -1.808388540199E-48    1.103620123086E-48   -4.447563095983E-49   -3.323642445627E-48   -2.236548144087E-48   -1.120990681205E-49    1.802128243473E-51    2.106691497465E-49    2.047427700564E-49    2.838392381638E-49    2.335626576609E-50
   -1.010273358250E-47    5.251096902904E-49   -7.604039774303E-48    7.188419016311E-48   -8.380506834297E-48   -1.378082331966E-48    3.947235408548E-47   -9.041994700745E-48   -5.299040442995E-48    4.102046642925E-48   -1.729817750339E-48   -2.642916420080E-48   -4.304634896117E-48   -1.994557298635E-49   -8.665025526877E-49   -5.104618077244E-49    1.051201805105E-48   -9.136752129266E-50    1.991990009643E-49    5.403012857129E-49
   -1.196013138464E-47   -1.454192804770E-48   -6.832181305919E-48   -2.096704067922E-48    5.048873391981E-48    2.923452874893E-48   -4.770737997859E-48    2.615466457804E-47   -1.708548028094E-47   -1.207707395641E-47    1.257141695236E-48   -2.678912677880E-48    5.329097094691E-50    1.365270725921E-49    1.642194571715E-49    7.220517160134E-49    5.598694849156E-49    1.672605464264E-49    2.313818272530E-49   -8.423141790156E-49
    1.621080620431E-48    6.869569636152E-48    2.470099165852E-48    6.173515257036E-48   -5.895714755449E-48   -5.098270403481E-48   -1.014471858427E-47   -1.688490250660E-47    1.733247423619E-47    8.923522963355E-48   -8.010037441569E-49    4.952571413089E-48    2.750111355188E-48   -1.558081577217E-48    4.664154009025E-49   -3.580185675745E-49   -7.656515381795E-49    1.823731811959E-49   -1.147724253155E-49   -5.843868732172E-50
   -3.770969008530E-49   -1.032894633524E-48   -5.942153788476E-49    2.739925023940E-48   -4.044447097744E-48   -1.920808243212E-48    2.324118869220E-48   -1.193869811242E-47    8.142585187036E-48    8.341964922037E-48    6.294629721761E-49    2.089668015020E-48   -1.452043154039E-48   -2.650350500573E-48    7.007268621598E-50   -4.000039679399E-49   -2.866640107033E-50   -9.075183165685E-50    3.225434983078E-50    5.208623442630E-49
